Country/State,City/Region,Group Name,Link,Latitude,Longitude
,Rostock,Slackline Rostock,https://www.facebook.com/groups/223268554548132/ ,,
,Saarland,SaarSlacker,https://www.facebook.com/groups/152160744805680/,,
,Schwäbisch Gmünd,Slackline Schwäbisch Gmünd,www.fb.com/groups/183082008454506/,,
,Siegen,Slackline Uni Siegen,https://www.facebook.com/groups/200994873316234/,,
,Sindelfingen,Slackline Sindelfingen,https://www.facebook.com/groups/375204459277760/,,
,Stuttgart,Slackline Stuttgart,https://facebook.com/Slackline.Stuttgart.eV/,,
,Stuttgart,Stuggi Slack Friends ,https://www.facebook.com/groups/stuggislackfriends/,,
,Tempelhofer,Tempelhofer Slackline Crew,www.facebook.com/groups/446776848692735/,,
,Trier,Slackline Trier,https://www.facebook.com/groups/slackline.trier/,,
,Tübingen,Slackline Tübingen / Reutlingen,www.fb.com/groups/slacklinetuebingengruppe/,,
,Ulm,Slackline Ulm,https://www.facebook.com/groups/1641482892759484/,,
,Ulm,Slacklinen in Ulm und um Ulm herum,https://www.facebook.com/groups/168262746693096/,,
,Viersen,Slackline Kreis Viersen,https://www.facebook.com/groups/1488884114523490/,,
,Weimar,Slacklining Weimar,https://www.facebook.com/groups/316228221837992/,,
,Wiesbaden,Slackline Wiesbaden,https://www.facebook.com/groups/1118106848245211/,,
,Würzburg,Slackline in Würzburg,https://www.facebook.com/groups/1499574010304085/,,
,,,,,
GREECE,Countrywide,Slackline Greece ,https://www.facebook.com/SlacklinesGreece/,,
,Countrywide,Slackline Greece,https://www.facebook.com/Slackline-Greece-666777256668684/,,
,Athens,Slackline Athens,https://www.facebook.com/groups/SlacklineAthens,,
,Thessaloniki,Slackline Thessaloniki,https://www.facebook.com/groups/slacklinethess,,
,Kalamata,Slackline Kalamata,https://www.facebook.com/groups/998901500195809/,,
,,,,,
HONDURAS,Countrywide,Slackline-Highline Honduras,https://www.facebook.com/groups/1333157743406303/,,
,,,,,
HUNGARY,Bratislave,Slackline v Bratislave,https://www.facebook.com/groups/BratislavaSlackline/,,
,Budapest,Slackline Budapest Klub ,https://www.facebook.com/groups/135943313161020/,,
,Debrecen,Slackline Debrecen Klub,https://www.facebook.com/groups/254331281618524/,,
,Eger,Slackline Eger Klub,https://www.facebook.com/groups/1219320391443502/,,
,Gödöllő,Slacklines Gödöllő,https://www.facebook.com/groups/1454963378105718/,,
,Kecskemét,Slackline Kecskemét Klub,https://www.facebook.com/groups/520478381429306/,,
,Nyíregyháza-,Slackline Nyíregyháza | Nyh-Slacklife™,www.fb.com/groups/818454798171693,,
,Pécs,Slackline Pécs,https://www.facebook.com/groups/491945947482075/,,
,Sopron,Slackline Sopron,https://www.facebook.com/groups/1379235885697255/,,
,Szeged,Slackline Szeged Klub,https://www.facebook.com/groups/845459218841317/,,
,Szolnok,Slackline Szolnok ,https://www.facebook.com/groups/663983556954326/,,
,,,,,
ICELAND,Countrywide,Slackline Iceland,https://www.facebook.com/slacklineIceland/,,
,Countrywide,Slackline Iceland,https://www.facebook.com/groups/1317408388377662/,,
,,,,,
INDIA,Chennai,Slacklining Chennai,https://www.facebook.com/groups/1065653226815596/,,
,Hyderabad,Hyderabad Slackliners,https://www.facebook.com/HyderabadSlackliners/,,
,New Delhi,SLACKTIVISM,https://www.facebook.com/groups/SlacktivismIndia/,,
,Bangalore,Slack.in,https://www.facebook.com/groups/118200971688346/,,
,Bangalore,Slackline India - Bangalore,https://www.facebook.com/slacklinebangalore,,
,Mumbai,Slackline Mumbai - India,https://www.facebook.com/groups/358923721569761/,,
,Goa,Slackline Goa - India,https://www.facebook.com/groups/1975037552790623/ ,,
,Pune,Slackline Pune (India),https://www.facebook.com/groups/427021154369197/ ,,
,Lonavala,"Shivdurga Mitra, Lonavala",https://www.facebook.com/shivdurgaml/,,
,,,,,
INDONESIA,Countrywide,Indoslackline,https://www.facebook.com/Indoslackline-496390010388258/,,
,Countrywide,Slackline Indonesia ,https://www.facebook.com/slacklineindonesia/,,
,Countrywide,Slackline Indonesia,https://www.facebook.com/groups/231446840288722/https://www.facebook.com/groups/683822871634065/,,
,Bali,Bali Slackline,https://www.facebook.com/groups/683822871634065/,,
,Bandung,Bandung Slacklines,https://www.facebook.com/groups/326316210737045,,
,Bogor,Bogor Slacklines,https://www.facebook.com/groups/703792026422366/,,
,Yogyakarta,Slackline YK,https://www.facebook.com/SlacklineYK,,
,Yogyakarta,Slackline Yogyakarta,https://www.facebook.com/groups/919787714725770/,,
,,,,,
IRAN,Countrywide,Iran Slackline,https://www.facebook.com/Iranslackline/,,
,Tehran,Slackline Tehran,https://www.facebook.com/wildwestslackliners/,,
,,,,,
IRELAND,Countrywide,Slackline Ireland,https://www.facebook.com/SlacklineIreland/,,
,Cork,Slackline Cork,https://www.facebook.com/groups/323428187703598/,,
,Dublin,Slackline Dublin,https://www.facebook.com/groups/slacklinedublin/,,
,Limerick,Slackline Limerick,https://www.facebook.com/groups/134402476891204/,,
,,,,,
ISRAEL,Countrywide,IsraSlack,https://www.facebook.com/groups/243493015793719/,,
,Countrywide,Slackline-israel סלקליין ישראל / קבוצת חברים,www.facebook.com/groups/125730911428996/,,
,Countrywide,Slackline Israel,https://www.facebook.com/groups/slacklineisrael/,,
,Jerusalem,Jerusalem Slackline,https://www.facebook.com/groups/429721663821139/,,
,Tel Aviv,Slackline Tel Aviv,https://www.facebook.com/groups/243989552331611/,,
,,,,,
ITALIA (Italy),Countrywide,Arcieri della Slack,https://www.facebook.com/groups/arcieridellaslack/,,
,Countrywide,Slackline Italia,https://www.facebook.com/groups/SlacklineItalia/,,
,Abruzzo,Slackline Abruzzo,https://www.facebook.com/abruzzoslackline/,,
,Bari,Slackline Bari,https://www.facebook.com/groups/168652236802020/,,
,Bologna,Slackline Bologna,www.facebook.com/groups/slacklinebologna,,
,Bolzano,Slackline Bolzano asd,https://www.facebook.com/SlacklineBolzanoASD/,,
,Bolzano,Slackline Bolzano Bozen,https://www.facebook.com/groups/408184019371767/,,
,Calabria,Slackline Calabria,https://www.facebook.com/groups/352249218562483/,,
,Campania,Slackline Campania,https://www.facebook.com/groups/732306790150848/,,
,Carrara,Slackline Addicted - Marina di Carrara/Sarzana,fb.com/groups/1637762566515788/,,
,Castelfranco Veneto,Slackline Castelfranco Veneto,https://www.facebook.com/SlacklineCFV/,,
,Dolomites,Slack the Dolomites,https://www.facebook.com/groups/853079144702420/,,
,Empoli,Slackline Empolese,www.facebook.com/pg/Slackline-Empolese-128622080573427/,,
,Firenze / Florence,Slackline Firenze,https://www.facebook.com/groups/210085015851384/,,
,Genova,Genova Slackline,https://www.facebook.com/groups/202795289905868/,,
,L’ aquila,Slackline L'aquila,https://www.facebook.com/groups/120623434798554/,,
,La Villa,Slackline Alta Badia,https://www.facebook.com/groups/257729241093797/,,
,Marche,Slackline Marche,https://www.facebook.com/groups/293903260817778/,,
,Milano,Slackline Milano,www.fb.com/groups/729089347141141/,,
,Napoli,slackline Napoli,https://www.facebook.com/groups/1828879984091652/,,
,North-West Italy (Emilia Romagna & Veneto),Slackline Spaghetti,https://www.facebook.com/groups/slackspaghetti/,,
,North-West Italy (Emilia Romagna & Veneto),Slack Spaghetti Crew,https://www.facebook.com/pastaslack,,
,Pisa,Slacklining Pisa,https://www.facebook.com/groups/236850143090412/,,
,Pistoia,Slackline Pistoia,https://www.facebook.com/Slackline-Pistoia-310651805796779/,,
,Puglia,Slackline Puglia,https://www.facebook.com/groups/1834130580132921/,,
,Reggio Emilia,Slackline Reggio Emilia,https://www.facebook.com/groups/1556610107885178,,
,Romagna,Slackline Romagna,https://www.facebook.com/groups/slackline.romagna/,,
,Sardegna,Slackline Sardegna,www.facebook.com/Slackline-Sardegna-429825170465651/,,
,Sardinia,Slackline Cagliari,https://www.facebook.com/groups/918614061485089/,,
,Sicilia,Slackline Sicilia,https://www.facebook.com/groups/slacklinesicilia/,,
,Torino,Slackline Torino,https://www.facebook.com/groups/SlacklineTorino/,,
,Torino,Torino sul Filo,https://www.facebook.com/torinosulfilo/,,
,Trieste,Slackline Trieste,https://www.facebook.com/SlacklineTrieste/,,
,Tuscany,Movimento Slackline Prato,www.facebook.com/slacklineprato,,
,Tuscany,Slackline Toscana A.S.D.,www.facebook.com/slacklinetoscana/,,
,Tuscany,Slack’nClimb Tuscany,https://www.facebook.com/groups/SlacknClimb/,,
,Valle d’aosta,SLACKLINE VALLE D'AOSTA,www.facebook.com/groups/512584485555585/,,
,Verona,SLACKLINE VERONA,https://www.facebook.com/groups/1482016745394956/,,
,,,,,
JAPAN,Kyoto,"京都スラックラインクラブ　Slackline→kyoto,JAPAN",www.fb.com/SlackLineKyotoJapan/,,
,Yamaguchi,JAPPAAAN,https://www.facebook.com/jappaaanrockgym/,,
,,,,,
JORDAN,Countrywide,Slackline Jordan,https://www.facebook.com/groups/576231622421941/,,
,,,,,
KUWAIT,Countrywide,Kuwait Climbing,https://www.facebook.com/KuwaitClimbing/,,
,,,,,
KYRGYZSTAN,Bishkek,Slackline Bishkek,https://www.facebook.com/slacklinebishkek/,,
,,,,,
LATVIA,Countrywide,Slackline in Latvia,https://www.facebook.com/groups/slackline.lv/,,
,,,,,
LEBANON,Countrywide,Slackline Lebanon,https://www.facebook.com/groups/196219180736179/,,
,,,,,
LITHUANIA,Countrywide,Slackline Lithuania,https://www.facebook.com/groups/1657051537862926/,,
,Kaunas,Slackline SESSIONS in Kaunas,https://www.facebook.com/groups/132731226921209/,,
,Klaipėda,Slackline Klaipėda,https://www.facebook.com/groups/840987002586923/,,
,Panevėžys,Slackline Panevėžys ☯,https://www.facebook.com/groups/299059203822107/,,
,Vilnius,Slackline Vilnius,https://www.facebook.com/groups/624164344270619/,,
,,,,,
LUXEMBOURG,Minett,"Slacker, Slackline Community Luxembourg",www.facebook.com/pg/minettslacker/,,
,,,,,
MACEDONIA (FYROM),Countrywide,Slackline Macedonia,https://www.facebook.com/groups/1702528610030051/,,
,,,,,
MALAYSIA,Countrywide,Slackline Malaysia,https://www.facebook.com/slacklinemalaysiateam/,,
,Kuala Lumpur,Slackline KL,https://www.facebook.com/slacklinekl/,,
,,,,,
MALTA,Countrywide,Slackline Malta,https://www.facebook.com/groups/1594308367484076/,,
,Countrywide,Slackliner Malta,https://www.facebook.com/slacklinermalta/,,
,,,,,
MAURITIUS,Countrywide,Slackline Mauritius,https://www.facebook.com/groups/1421690688129857/,,
,Countrywide,Slackline Mauritius,https://www.facebook.com/slackline.mauritius/,,
,,,,,
MEXICO,Countrywide,México Slackliners,https://www.facebook.com/groups/102279566524709/,,
,Aguascalientes,Slackline Aguascalientes,www.facebook.com/groups/495087770578055/,,
,Cancun,Slackline Cancun,https://www.facebook.com/groups/411310728900053/,,
,Cordoba,Slackline Cordoba,https://www.facebook.com/groups/554743021350783/,,
,Culiacan,Slackline Culiacán,https://www.facebook.com/Slacklinecln/,,
,Culiacan,Slackline Culiacán,https://www.facebook.com/groups/803017696428031/,,
,Guadalajara,Slackline Guadalajara,https://www.facebook.com/groups/1444732232497591/,,
,Hermosillo,Slackline Hermosillo,https://www.facebook.com/groups/512962625457811/,,
,León,"Quanax Slackline León, Guanajuato y Abasolo",www.fb.com/groups/299677047112166/,,
,Linares,Slackline Linares,https://www.facebook.com/slacklinelinares/,,
,Mérida,Slackline Yucatán,https://www.facebook.com/groups/1429358327334474/,,
,Mérida,Sotuta - In Slack'Ech,https://www.facebook.com/InSlackech/,,
,Mexico City ,Slackline Ciudad de México,https://www.facebook.com/groups/slacklinecdmx/,,
,Mexico City ,TenochtitLine Slackline Mx,https://www.facebook.com/tenochtitline/,,
,Monterrey,Slackline Monterrey,https://www.facebook.com/slacklinemonterrey/,,
,Monterrey,Slacklion Monterrey,https://www.facebook.com/groups/slack.mty/,,
,Orizaba,Slackline Orizaba,https://www.facebook.com/groups/334976433367486/,,
,Puebla,Slackline puebla,https://www.facebook.com/groups/816594185155374/,,
,Queretaro,Slackline Querétaro,https://www.facebook.com/queretaroslackline/,,
,Veracruz,Slackline veracruzॐ,https://www.facebook.com/groups/256733514468128/,,
,Xalapa,Slackers Xalapa,https://www.facebook.com/groups/118593408191382/,,
,,,,,
MOLDOVA,Countrywide,Slackline Moldova,https://www.facebook.com/slackline.md/,,
,Countrywide,Slackline (Moldova),https://www.facebook.com/groups/296417640434578/,,
,,,,,
MONGOLIA,Countrywide,Slacklining Mongolia,https://www.facebook.com/slacklingmongolia/,,
,,,,,
MYANMAR (BURMA),Countrywide,Myanmar Slackline Community - MSC,www.facebook.com/MyanmarSlacklineCommunity,,
,,,,,
NEPAL,Kathmandu,Slackline Kathmandu,www.facebook.com/groups/792678837557225/,,
,,,,,
NETHERLANDS,Countrywide,SlackNED,https://www.facebook.com/SlackNED,,
,Countrywide,Slacklife.nl,https://www.facebook.com/groups/174232476039964/,,
,Countrywide,Slacklining Nederland,https://www.facebook.com/groups/slacklining.nederland/,,
,Amsterdam,Slackline group Amsterdam,www.facebook.com/groups/363163180393843/,,
,Apeldoorn,Slackline Apeldoorn,https://www.facebook.com/groups/243594492449563/,,
,Delft,Slackline Delft,www.facebook.com/groups/285528624869096/,,
,Eindhoven,Eindhoven Slackline,https://www.facebook.com/groups/1420424851503917/,,
,Groningen,Slackline Groningen,https://www.facebook.com/groups/157702354291774/,,
,Haarlem,Slacklining Haarlem,https://www.facebook.com/groups/121667184661639/,,
,Hague,Slackline Den Haag (the hague),https://www.facebook.com/groups/1405149596411227,,
,Leeuwarden,Slackline Leeuwarden,www.facebook.com/groups/SlacklineLeeuwarden/,,
,Rotterdam,Slackline Rotterdam,https://www.facebook.com/groups/slacklinerotterdam/,,
,Tilburg,Slackline Tilburg,https://www.facebook.com/groups/278958428884196/,,
,Utrecht,Slackline Utrecht,https://www.facebook.com/groups/Slackline.Utrecht/,,
,Wageningen,Slackline Wageningen,https://www.facebook.com/groups/155433751268503/,,
,Zwolle,Slackline Zwolle,https://www.facebook.com/groups/144626262375154/,,
,,,,,
NEW ZEALAND,Countrywide,New Zealand Highline,https://www.facebook.com/groups/245659755765821/,,
,Countrywide,New Zealand Highline Association,www.facebook.com/groups/1716208875315145/,,
,Countrywide,New Zealand Slacklining Community,www.facebook.com/groups/NZslacklineCommunity/,,
,Auckland,Auckland University Slackline people,www.fb.com/groups/462833687199383,,
,Christchurch,Christchurch Slackline,fb.com/groups/slackline.christchurch/,,
,Dunedin,Dunedin Slackline,fb.com/groups/DunedinSlackline,,
,Nelson,Nelson Slacklining,https://www.facebook.com/groups/340867742759589/,,
,Queenstown,Slacklife Queenstown,fb.com/groups/439915126178902/,,
,Wanaka,Slackline Wanaka,www.facebook.com/groups/1095394930498224/,,
,Wellington,Wellington Slackline Collective,fb.com/groups/238993336277381/,,
,Whangarei,Whangarei Slackline Association,www.facebook.com/groups/226761907518526/,,
,,,,,
NICARAGUA,Countrywide,Slackline Nicaragua,https://www.facebook.com/SlacklineNicaragua/,,
,,,,,
NORWAY,Bergen,Bergen Slakkline,https://www.facebook.com/groups/107409712755/,,
,Bergen,Slackline Bergen,https://www.facebook.com/groups/1614146918613825,,
,Drammen,Slackline Drammen,https://www.facebook.com/groups/1445124418885272/,,
,Fredrikstad,Fredrikstad slakkline,https://www.facebook.com/groups/1789704017923019/,,
,Haugesund,Haugesund Slakkline,https://www.facebook.com/groups/483594685063664/,,
,Kongsberg,Kongsberg Slackline,https://www.facebook.com/groups/1391991274350734/,,
,Kongsberg,Slackline Kongsberg,https://www.facebook.com/groups/553730138022443/,,
,Oslo,Slackline Oslo,https://www.facebook.com/groups/311901485553492/,,
,Skien,Slakkline Skien,https://www.facebook.com/groups/200091553481193/,,
,Stavanger,Slakkline i Stavanger,https://www.facebook.com/groups/27820293142/,,
,Stavanger,Slackline Stavanger,https://www.facebook.com/groups/1537930143094950/,,
,Tønsberg,Tønsberg Slakkline,https://www.facebook.com/groups/135138373291505/,,
,Tromsø,slackline Tromsø,https://www.facebook.com/groups/115966465724838/,,
,Trondheim,Lineforeningen (Slackline Trondheim),www.fb.com/groups/1488420731483860/,,
,,,,,
PALESTINE,Countrywide,Wadi Climbing,https://www.facebook.com/wadiclimbing/,,
,,,,,
PANAMA,Countrywide,Los Locos de la Cinta - PANAMA,https://www.facebook.com/groups/782178865203524/,,
,Countrywide,Slackline Panama,https://www.facebook.com/groups/Slacklinepanama/,,
,Countrywide,Slackline Panama,https://www.facebook.com/slacklinepanama/,,
,,,,,
PARAGUAY,Countrywide,Slackline Paraguay,https://www.facebook.com/SlacklineParaguay/,,
,,,,,
PERU,Countrywide,Slackliners Peru,https://www.facebook.com/groups/455815764457566/,,
,Arequipa,Arequipa Slacklife,https://www.facebook.com/groups/457280737768276/,,
,Ica,Ica Slacklife,https://www.facebook.com/groups/196380460544550/,,
,Ica,Slackline Huacachina,https://www.facebook.com/Slackline-Huacachina-149649148534122/,,
,Cusco,Slacklife Cusco,https://www.facebook.com/groups/390601667723119/,,
,Iquitos,Slackline Iquitos,https://www.facebook.com/groups/1654482541434510/,,
,Lima,Parkour Slackline Malabarismo Rapel Puenting Parapente Paracaidismo en Lima ,www.fb.com/groups/514488528756812/,,
,Tacna,Slack acka en tacna,https://www.facebook.com/groups/463978803658003/,,
,,,,,
PHILIPPINES,Countrywide,Slackline Pilipinas,https://www.facebook.com/groups/151589025015030/,,
,,,,,
POLAND,Countrywide,Akcje highlinowe Polska,https://www.facebook.com/groups/130489630381100/,,
,Countrywide,Slackline Bazar PL,https://www.facebook.com/groups/257544307698804/,,
,Countrywide,SlackChat PL,https://www.facebook.com/groups/219793414836323/,,
,Countrywide,SlackOn,https://www.facebook.com/SlackOnPL/,,
,Countrywide,Highline dla początkujących,https://www.facebook.com/groups/563265947622838/,,
,Biała Podlaska,Slackline Biała Podlaska,www.facebook.com/groups/188246078016938/,,
,Białystok,Slackline Białystok,https://www.facebook.com/groups/426400494076138/,,
,Bielsko-Biała,Slackline Bielsko,https://www.facebook.com/groups/279192868915669/,,
,Bydgoszcz,Slackline Bydgoszcz,https://www.facebook.com/groups/1406643109559822/,,
,Dzierżoniów,Slackline Dzierżoniów,https://www.facebook.com/groups/682946961732296/,,
,Inowrocław,Slackline Inowrocław,https://www.facebook.com/groups/904701936212286/,,
,Jelenia Góra,Slackline Jelenia Góra,https://www.facebook.com/groups/749872751826848/,,
,Katowice,Slackline Katowice,https://www.facebook.com/groups/261455523996344/,,
,Kielce,Slackline Kielce,https://www.facebook.com/groups/SlacklineKielce/,,
,Kraków,Slackline Kraków,https://www.facebook.com/groups/343776159039263/,,
,Kudowa-Zdrój,Slackline / Wspinaczka - Kudowa-Zdrój,www.fb.com/groups/590115154374821/,,
,Łódź,Slackline Łódź,https://www.facebook.com/groups/140846886039881/,,
,Lubin,Slackline Lubin,https://www.facebook.com/groups/582310955139603/,,
,Lubin,Slackline Lublin,https://www.facebook.com/groups/251917658172393/,,
,Oława,Slackline Oława,https://www.facebook.com/groups/572479572858569/,,
,Olsztyn,Slackline Olsztyn,https://www.facebook.com/groups/1467105526931022/,,
,Opole,Slackline Opole,https://www.facebook.com/groups/1616680595213501/,,
,Piła,Slackline Piła,https://www.facebook.com/groups/987648581280459/,,
,Płock,Slackline Płock,https://www.facebook.com/groups/107385732798492/,,
,Płock,Slackline Płock,https://www.facebook.com/SlacklinePlock/,,
,Polanica-Zdrój,Slackline Polanica-Zdrój,www.facebook.com/groups/1537028276610232/,,
,Poznań,Slackline Poznań,https://www.facebook.com/groups/slacklinepoznan/,,
,Rzeczka-Walim,Slackline Rzeczka - Walim,www.facebook.com/groups/313535965420881/,,
,Rzeszów,SlackRes (Slackline Rzeszow),https://www.facebook.com/groups/1429362413967606/,,
,Rzeszów,SlackRes - Slackline Rzeszów,https://www.facebook.com/SlackRes,,
,Stalowa Wola,,Email Osoba kontaktowa: bartosz1101@gmail.com,,
,Sopot,SlackLine Sopot Days,https://www.facebook.com/groups/1914588392130758/,,
,Szczecin,slackline.szczecin,https://www.facebook.com/groups/1581440775466325/,,
,Tarnowskie Góry,Slackline TG,https://www.facebook.com/groups/225363607512985/,,
,Toruń,Slackline Toruń,https://www.facebook.com/groups/slcklinetorun/,,
,Trójmiasto,SLACKLINE 3MIASTO,https://www.facebook.com/groups/213600408790113/,,
,Tychy,Slackline Tychy,https://www.facebook.com/groups/798172550227152/,,
,Wadowice,Slackline Wadowice,https://www.facebook.com/groups/1115844621765937/,,
,Warszawa,Slackline Warszawa w Parku Skaryszewskim,www.fb.com/groups/411385045555348/,,
,Warszawa,Slackline Warszawa,https://www.facebook.com/groups/slackline.warszawa/,,
,Warszawa,Natolin Slacklife,https://www.facebook.com/groups/812068012253395/,,
,Wieliczka,Slackline Wieliczka,https://www.facebook.com/groups/298987180252490/,,
,Wrocław,Slackline Wrocław,https://www.facebook.com/groups/137728586266069/,,
,Wrocław,Slackline Wrocław,https://www.facebook.com/SlacklineWroclaw/,,
,Zabrze,Slackline Zabrze,https://www.facebook.com/groups/290844527675377/,,
,Zakopane ,SLACKLINE ZAKOPANE i OKOLICE,www.facebook.com/groups/183398745495459/,,
,Zielona Góra,Slackline Zielona Góra,https://www.facebook.com/groups/slacklineZG/,,
,Żmigród,Dragons Slackline Żmigród,https://www.facebook.com/slackdwatrzy,,
,,,,,
PORTUGAL,Countrywide,Highline Portugal,https://www.facebook.com/groups/276786135753067/,,
,Algarve,Slackline Algarve,https://www.facebook.com/groups/1661804324103050/,,
,Bragança,Slackline in Braganca,https://www.facebook.com/groups/1033208446743436/,,
,Castelo Branco,Slackline Castelo Branco,www.facebook.com/groups/341402536004350/,,
,Coimbra,Slackline Coimbra,https://www.facebook.com/groups/232318660286272/,,
,Coimbra,Slacklining in Coimbra,https://www.facebook.com/groups/1231778866835663/,,
,Lisbon,Slackline Lisboa,https://www.facebook.com/groups/186933448020181/,,
,NorteSlack,Slackline no Norte de Portugal,https://www.facebook.com/groups/314161095370510/,,
,Porto,Slackline Porto,https://www.facebook.com/groups/352287361573507/,,
,,,,,
QATAR,Doha,Slack Doha,https://www.facebook.com/groups/219491371547755/about/,,
,,,,,
ROMANIA:,Countrywide,Highline Romania,https://www.facebook.com/groups/309233259173908/,,
,Countrywide,Slackline Romania,https://www.facebook.com/groups/slackline.romania/,,
,Countrywide,Slackline România,https://www.facebook.com/SlacklineRomania?fref=ts,,
,Alba Iulia,Slackline Alba Iulia,https://www.facebook.com/groups/129006040471820/,,
,Braşov,Slackline Brasov,https://www.facebook.com/groups/slacklinebrasov/?fref=ts,,
,Bucharest,Slackline Bucuresti,https://www.facebook.com/groups/slacklinebucuresti/,,
,Bucharest,Slackline! in parc Tineretului,https://www.facebook.com/groups/208624525976239/,,
,Cluj-Napoca,Slackline Cluj,https://www.facebook.com/groups/169046769860981/?fref=ts,,
,Galati,Slackline Galati,https://www.facebook.com/groups/193632787395350/,,
,Iaşi,Slackline Community Iași,https://www.facebook.com/groups/slacklineiasi/?fref=ts,,
,Râşnov,Slackline Râşnov,https://www.facebook.com/groups/879804175389635/,,
,Sibiu,Slackline Sibiu,https://www.facebook.com/groups/269023866472684/,,
,Timişoara,Slackline Timişoara,https://www.facebook.com/SlacklineTimisoara?fref=ts,,
,Timişoara,Slackline Timişoara,https://www.facebook.com/groups/slacklinetimisoara/?fref=ts,,
,,,,,
RUSSIA:,Countrywide:,Slacklife Russia,https://www.facebook.com/slackliferus/,,
,Countrywide:,Slackline Russia,https://www.facebook.com/groups/268769519888340/,,
,Countrywide:,Slacktribe,https://www.facebook.com/slacktribe.msk/,,
,Moscow,"Slacklabs (on vkontakte, not facebook)",https://l.facebook.com/l.php?u=https%3A%2F%2Fvk.com%2Fslacklabs&h=ATN3U4K0EqNTNl3k2vwcGMLxTK9uGRFU6FRg-CnAk5WA5aWg3EFLL-fUKt-WiqTr8fsR31efGxUk5S2BXiT1mm4W-ECvOtjkMkzkx4pLzVPm6xO-V47CH6NImKas2AD1XQ44WJaYjdpBWJqJAnM,,
,,,,,
SAINT LUCIA,St. Lucia,Slackline St. Lucia,https://www.facebook.com/Slackline-St-Lucia-376147319142644/,,
,,,,,
SENEGAL,Countrywide,Les Lézards de Dakar - Escalade Sénégal,https://www.facebook.com/Escalade.Senegal,,
,,,,,
SERBIA,Countrywide,Slackline Serbia,https://www.facebook.com/groups/3173620796016214/,,
,Nis,Slacklife Nis,https://www.facebook.com/Slacklife-Nis-1491175931139951/,,
,,,,,
SINGAPORE:,Countrywide,Slackline Singapore,https://www.facebook.com/elephantslacklinesingapore/,,
,,,,,
SLOVAKIA:,Countrywide,Slackline SK - kedy a kde?,https://www.facebook.com/groups/slacklineSK/,,
,Countrywide,Slackline Slovakia,https://www.facebook.com/slacklineslovakia/,,
,Bratislava,Slackline v Bratislave,https://www.facebook.com/groups/BratislavaSlackline/,,
,Bratislava,Slackline Bratislava,https://www.facebook.com/Slackline-Bratislava-186693661365011/,,
,Kežmarok,SlackLife @ Kežmarok,https://www.facebook.com/groups/slackline.kk/,,
,Kosice,Slackline ~ SLACKLIFE ~ Košice,https://www.facebook.com/groups/134202573287968/,,
,,,,,
SLOVENIA:,Countrywide,GO Slackline,https://www.facebook.com/groups/754499447929658/,,
,Countrywide,Highline Slovenia,https://www.facebook.com/groups/425847847594412/,,
,Countrywide,Slakline Slovej,https://www.facebook.com/slacklineSG/,,
,Kranj,Acro Jam & slackline Kranj,https://www.facebook.com/groups/403335379841434/,,
,Kranj,SlackAlien,https://www.facebook.com/SlackAlien/,,
,Ljubljana,Balansa slackline,https://www.facebook.com/balansa.slackline/,,
,Ljubljana,Tivoli slackline sessions,https://www.facebook.com/groups/1401204650097960/,,
,Maribor,Slacklions Maribor,https://www.facebook.com/groups/159869084061341/,,
,,,,,
SOUTH AFRICA,Countrywide,S.A. Slacklining,https://www.facebook.com/s.a.slacklines/,,
,Cape Town,Cape Town Slack Sessions,https://www.facebook.com/groups/469623503180730/,,
,Durban,Durban Slackliners,https://www.facebook.com/pg/durbanslackliners/,,
,East London,Slackline East London,https://www.facebook.com/groups/423164144539801/,,
,Johannesburg,Joburg Slack Sessions,https://www.facebook.com/groups/822345764505845/,,
,Nelspruit,Slacking Fun - Nelspruit,https://www.facebook.com/groups/279987202478282/,,
,Pretoria,PTA Slackliners,https://www.facebook.com/pg/PTAslacklines/,,
,,,,,
SPAIN:,Countrywide,Gibbon Slackline España (Grupo Oficial),https://www.facebook.com/groups/gibbon.spain/,,
,Countrywide,SLACKLINE España,https://www.facebook.com/groups/112203745483938/,,
,Countrywide,Slackline España (Buy and Sell Group),https://www.facebook.com/groups/138821139616995/,,
,Countrywide,Slackline Industries España,https://www.facebook.com/groups/slackindesp/,,
,Countrywide,Basque Country,https://www.facebook.com/orekatolosa/?modal=admin_todo_tour,,
,Avila,Slackline Avila,https://www.facebook.com/groups/233290263493620/,,
,Barcelona,Slackline Barcelona,https://www.facebook.com/groups/slacklinebarcelona/,,
,Bilbao,Slackline Bilbao,https://www.facebook.com/groups/1183814988314693/,,
,Burgos,Slackline Burgos,https://www.facebook.com/groups/160762490796990/,,
,Cádiz,Slackline Cádiz,https://www.facebook.com/groups/1514348995475979/,,
,Cuenca,SLACKLINE en Cuenca,https://www.facebook.com/groups/278985768827134/,,
,Donostia,Slackline donostia,https://www.facebook.com/groups/492016520859460/,,
,Girona,Slackline Girona,https://www.facebook.com/groups/1627374164206663/,,
,Granada,Association Slackline Granada,https://www.facebook.com/TeoriadelosCuerdos/?fref=ts,,
,Granada,Slackline (Granada),https://www.facebook.com/groups/1488419928111449/,,
,Huelva,Slackline @ Huelva,https://www.facebook.com/groups/214198285339749/,,
,Huelva,Slackline Huelva,https://www.facebook.com/groups/938672366146279/,,
,Ibiza,Slackline Ibiza,https://www.facebook.com/groups/1473156149567975/,,
,Jaen,Slackline Jaen,https://www.facebook.com/groups/1422618221366605/,,
